Tail_number,Summary,Owner,Airworthiness_Class,Serial_Number,Engine,Weight,Speed,Mode_S_Code,Status,Certificate_Issue_Date,Airworthiness_Date,Last_Action_Date,Expiration,Registry_Source
N852MB,2011 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED TRANS CORPLEWISVILLE, TX, US(Corporation)",Standard/Normal,7278,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052727733 / ABAFDB,Assigned,2017-11-30,2012-01-18,2017-11-30,2020-11-30,FAA
N853MB,2012 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,7294,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052731622 / ABB392,Assigned,2018-02-07,2012-03-10,2020-09-30,2024-02-29,FAA
N854EC,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"PITT COUNTY MEMORIAL HOSPITAL INCGREENVILLE, NC, US(Co-owned)",Standard/Transport,9327,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,052733233 / ABB69B,Assigned,2010-07-15,2010-10-21,2020-06-18,2023-11-30,FAA
N854MB,2012 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,7474,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052733511 / ABB749,Unknown,2018-08-29,2012-11-14,2018-08-29,2021-08-31,FAA
N855MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"PEOPLES CAPITAL AND LEASING CORPBRIDGEPORT, CT, US(Corporation)",Standard/Normal,7523,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052735400 / ABBB00,Assigned,2018-11-17,2013-01-31,2018-11-17,2021-11-30,FAA
N855ME,2015 AIRBUS HELICOPTERS DEUTSCHLAND EC135T2+Rotorcraft(8 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Normal,1205,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,052735403 / ABBB03,Assigned,2016-01-08,2016-04-21,2018-08-13,2022-01-31,FAA
N856HW,2010 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MEMPHIS MEDICAL CENTER DBAMEMPHIS, TN, US(Corporation)",Standard/Normal,4908,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,052737146 / ABBE66,Assigned,2010-06-10,2010-04-28,2020-04-20,2023-09-30,FAA
N856MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,7611,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052737267 / ABBEB7,Assigned,2019-09-12,2013-05-30,2019-09-12,2022-09-30,FAA
N857HW,2016 AIRBUS HELICOPTERS EC 130 T2Rotorcraft(8 seats / 1 engine),"MEMPHIS MEDICAL CENTER AIR AMBULANCE SERVICE INCMEMPHIS, TN, US(Corporation)",Standard/Normal,8309,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"12,500-19,999lbs",Not defined,052741035 / ABC21D,Assigned,2017-07-13,2017-06-05,2020-02-13,2023-07-31,FAA
N857MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,7615,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052741156 / ABC26E,Assigned,2021-01-23,2013-06-10,2021-01-23,2024-01-31,FAA
N858HW,2012 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"MEMPHIS MEDICAL CENTER AIR AMBULANCE SVC INC DBAMEMPHIS, TN, US(Corporation)",Standard/Normal,7404,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,052742724 / ABC5D4,Assigned,2013-01-16,2013-01-16,2018-08-08,2022-01-31,FAA
N858MB,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"VECTOR AEROSPACE USA INCANDALUSIA, AL, US(Corporation)",Standard/Normal,7842,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052743045 / ABC625,Assigned,2017-12-05,2014-04-03,2017-12-05,2020-12-31,FAA
N859HW,2012 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"MEMPHIS MEDICAL CENTER AIR AMBULANCE SERVICE INCMEMPHIS, TN, US(Corporation)",Standard/Normal,7419,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,052744613 / ABC98B,Assigned,2014-01-29,2012-10-19,2019-08-13,2023-01-31,FAA
N859MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,7685,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052744734 / ABC9DC,Assigned,2018-04-12,2013-09-12,2020-11-16,2024-04-30,FAA
N860MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7729,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052747754 / ABCFEC,Assigned,2017-10-02,2013-11-14,2020-08-25,2023-10-31,FAA
N861HW,2014 AIRBUS HELICOPTERS EC 130 T2Rotorcraft(8 seats / 1 engine),"MEMPHIS MEDICAL CENTER AIR AMBULANCE SERVICES INCMEMPHIS, TN, US(Corporation)",Standard/Normal,7908,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"12,500-19,999lbs",Not defined,052751522 / ABD352,Unknown,2018-08-14,2018-11-07,2018-08-14,2021-08-31,FAA
N861NC,2014 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,57239,P&WCANADAPW207D1/D2(Turbo-shaft)Horsepower:621,"Less than 12,500lbs",Not defined,052751675 / ABD3BD,Assigned,2015-06-04,2015-12-16,2021-01-25,2024-06-30,FAA
N862MB,2013 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,7771,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052753532 / ABD75A,Unknown,2018-08-28,2013-12-16,2018-08-28,2021-08-31,FAA
N862NC,2014 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,57242,P&WCANADAPW207D1/D2(Turbo-shaft)Horsepower:621,"Less than 12,500lbs",Not defined,052753564 / ABD774,Assigned,2015-06-04,2016-01-29,2021-01-25,2024-06-30,FAA
N863MB,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7814,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052755421 / ABDB11,Assigned,2017-10-02,2014-03-06,2020-08-25,2023-10-31,FAA
N863NC,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0564,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,052755453 / ABDB2B,Assigned,2012-09-10,2007-05-25,2018-01-03,2018-09-30,FAA
N864MB,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7820,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052757310 / ABDEC8,Assigned,2017-10-02,2014-03-12,2020-08-25,2023-10-31,FAA
N864NC,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0567,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,052757342 / ABDEE2,Assigned,2017-10-19,2007-08-09,2020-05-12,2023-10-31,FAA
N866MB,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7826,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,052763066 / ABE636,Assigned,2017-10-02,2014-03-13,2020-08-25,2023-10-31,FAA
N877CR,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0625,TURBOMECAARRIUS2B1A(Turbo-shaft)Horsepower:613,"12,500-19,999lbs",Not defined,053010231 / AC1099,Assigned,2012-07-20,2008-05-02,2021-02-22,2024-07-31,FAA
N87AM,2003 BELL 412EPRotorcraft(15 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,36322,P&WCANADAPT6T-3D(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,052772011 / ABF409,Assigned,2012-01-21,2012-04-04,2020-08-24,2024-01-31,FAA
N87ME,2013 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Transport,9603,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,052772425 / ABF515,Assigned,2016-10-14,2014-12-03,2019-05-13,2022-10-31,FAA
N880GT,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7940,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,053017175 / AC1E7D,Assigned,2017-10-02,2014-09-25,2020-08-25,2023-10-31,FAA
N880SL,1988 MESSERSCHMITT-BOLKOW-BLOHM BK 117 B-2Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,7130,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,053017560 / AC1F70,Assigned,2009-12-09,1988-11-04,2018-08-13,2022-01-31,FAA
N881GT,2014 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,7983,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,053021064 / AC2234,Assigned,2017-10-02,2015-01-28,2020-08-25,2023-10-31,FAA
N883GT,2015 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,8001,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,053024642 / AC29A2,Assigned,2017-10-02,2015-05-27,2020-08-25,2023-10-31,FAA
N884ME,2010 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Normal,0884,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,053026711 / AC2DC9,Assigned,2010-06-17,2010-08-31,2020-04-14,2023-08-31,FAA
N885AL,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0591,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,053030163 / AC3073,Assigned,2014-10-08,2015-07-02,2020-05-12,2023-10-31,FAA
N886AE,2016 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"EAST WEST BANKALPHARETTA, GA, US(Corporation)",Standard/Normal,52486,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,053032044 / AC3424,Assigned,2016-12-22,2016-05-13,2019-07-24,2022-12-31,FAA
N889GT,2015 AIRBUS HELICOPTERS INC AS350B3Rotorcraft(7 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,8011,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,053037754 / AC3FEC,Assigned,2017-10-02,2015-05-07,2020-08-25,2023-10-31,FAA
N88AE,2014 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TEXTRON AVIATION FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,52457,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,053015601 / AC1B81,Assigned,2014-03-26,2014-09-16,2019-10-15,2023-03-31,FAA
N890CS,2015 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P3Rotorcraft(8 seats / 2 engines),"TVPX ARS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,1181,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,053042627 / AC4597,Assigned,2016-10-06,2016-06-21,2019-05-23,2022-10-31,FAA
N891CS,2015 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P3Rotorcraft(8 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Experimental,1195,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,053044516 / AC494E,Assigned,2018-03-13,2016-05-17,2020-10-28,2024-03-31,FAA
N891T,1998 EUROCOPTER DEUTSCHLAND GMBH EC135T1Rotorcraft(12 seats / 2 engines),"HELIFLEET 2013-01 LLCWILMINGTON, DE, US",Standard/Normal,0051,TURBOMECAARRIUS2B1(Turbo-shaft)Horsepower:577,"12,500-19,999lbs",Not defined,053045264 / AC4AB4,Assigned,2013-09-19,1998-12-21,2019-05-06,2022-09-30,FAA
N892CS,2016 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P3Rotorcraft(8 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,1222,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,053046405 / AC4D05,Assigned,2017-07-19,2016-12-19,2020-03-06,2023-07-31,FAA
N892GT,2015 AIRBUS HELICOPTERS EC 130 T2Rotorcraft(8 seats / 1 engine),"GUARDIAN FLIGHT LLCSOUTH JORDAN, UT, US",Standard/Normal,8151,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"12,500-19,999lbs",Not defined,053046552 / AC4D6A,Assigned,2017-10-02,2016-03-11,2020-08-25,2023-10-31,FAA
N892T,1998 EUROCOPTER DEUTSCHLAND GMBH EC135T1Rotorcraft(12 seats / 2 engines),"HELIFLEET 2013-01 LLCWILMINGTON, DE, US",Standard/Normal,0052,TURBOMECAARRIUS2B1(Turbo-shaft)Horsepower:577,"12,500-19,999lbs",Not defined,053047153 / AC4E6B,Assigned,2013-09-19,1998-10-07,2019-05-17,2022-09-30,FAA
N893CS,2016 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P2+Rotorcraft(7 seats / 2 engines),"UMB BANK NA TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,1213,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,053050274 / AC50BC,Assigned,2018-12-13,2016-06-06,2020-06-23,2021-12-31,FAA
N896LL,1988 EUROCOPTER AS365N3Rotorcraft(14 seats / 2 engines),"MILTON S HERSHEY MEDICAL CENTERHERSHEY, PA, US(Corporation)",Standard/Transport,6294,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"12,500-19,999lbs",Not defined,053056243 / AC5CA3,Assigned,2000-08-08,2004-12-16,2021-01-29,2024-03-31,FAA
N89AE,1980 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45433,ALLISON250SER317HP(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,053041400 / AC4300,Unknown,2005-10-26,1980-05-19,2018-03-16,2021-08-31,FAA
N89EM,1998 EUROCOPTER DEUTSCHLAND GMBH EC-135Rotorcraft(7 seats / 2 engines),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,0049,TURBOMECAARRIUS2B1(Turbo-shaft)Horsepower:577,"Less than 12,500lbs",Not defined,053041553 / AC436B,Assigned,2019-08-01,2007-06-06,2019-08-01,2022-08-31,FAA
N89SM,1991 AEROSPATIALE AS 365 N2 DAUPHINRotorcraft(14 seats / 2 engines),"PARKVIEW HOSPITALFORT WAYNE, IN, US(Corporation)",Standard/Transport,6425,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"Less than 12,500lbs",Not defined,053042227 / AC4497,Assigned,2013-03-15,1992-08-26,2018-10-18,2022-03-31,FAA
N8NJ,1992 SIKORSKY S-76BRotorcraft(14 seats / 2 engines),"BROWN HELICOPTER INCPENSACOLA, FL, US(Corporation)",Standard/Transport,760391,P&WPT6SERIES(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,052557140 / AADE60,Assigned,2012-05-02,2005-11-30,2012-05-02,2015-05-31,FAA
N901CF,2006 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"REGIONAL EMERGENCY MEDICAL SERVICES AUTHORITYRENO, NV, US(Corporation)",Standard/Normal,4160,TURBOMECAARRIEL2B(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,053071433 / AC731B,Assigned,2007-01-30,2008-08-27,2019-03-11,2022-04-30,FAA
N901CM,2004 AGUSTA SPA A109ERotorcraft(8 seats / 2 engines),"LIFEFLIGHT OF MAINE LLCBANGOR, ME, US",Standard/Normal,11611,P&WCANADAPW206C(Turbo-shaft)Horsepower:561,"Less than 12,500lbs",Not defined,053071441 / AC7321,Unknown,2005-07-21,2004-07-29,2018-01-19,2021-05-31,FAA
N901EM,2004 AGUSTA SPA A109ERotorcraft(8 seats / 2 engines),"LIFEFLIGHT OF MAINE LLCBANGOR, ME, US",Standard/Normal,11614,P&WCANADAPW206C(Turbo-shaft)Horsepower:561,"Less than 12,500lbs",Not defined,053071523 / AC7353,Unknown,2005-07-21,2004-10-13,2018-05-30,2021-05-31,FAA
N901HC,1988 AGUSTA S P A A109K2Rotorcraft(8 seats / 2 engines),"IHC HEALTH SERVICES INC DBASALT LAKE CITY, UT, US(Corporation)",Standard/Normal,10033,TURBOMECAARRIEL1K1(Turbo-shaft)Horsepower:738,"Less than 12,500lbs",Not defined,053071625 / AC7395,Assigned,2003-08-26,2018-05-02,2021-01-12,2024-04-30,FAA
N901NM,2015 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,54649,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,053072033 / AC741B,Assigned,2016-10-20,2015-11-13,2019-05-29,2022-10-31,FAA
N901WM,2016 LEONARDO SPA AW109SPRotorcraft(8 seats / 2 engines),"LIFEFLIGHT OF MAINE LLCBANGOR, ME, US",Standard/Normal,22366,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,053072343 / AC74E3,Assigned,2017-04-24,2017-03-29,2019-11-18,2023-04-30,FAA
N902CF,2002 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"REGIONAL EMERGENCY MEDICAL SERVICES AUTHORITYRENO, NV, US(Corporation)",Standard/Normal,3630,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,053073322 / AC76D2,Assigned,2013-04-30,2003-05-06,2019-03-11,2022-04-30,FAA
N902CH,1996 MCDONNELL DOUGLAS HELICOPTER MD 900Rotorcraft(8 seats / 2 engines),"LESTER E COX MEDICAL CENTERSSPRINGFIELD, MO, US(Corporation)",Standard/Normal,900-00042,P&WCANADAPW206E(Turbo-shaft)Horsepower:646,"Less than 12,500lbs",Not defined,053073324 / AC76D4,Assigned,2017-11-28,2017-10-24,2020-06-17,2023-11-30,FAA
N902LC,2007 MD HELICOPTERS INC MD 900Rotorcraft(8 seats / 2 engines),"LESTER E COX MEDICAL CENTERSSPRINGFIELD, MO, US(Corporation)",Experimental,900-00118,P&WCANADAPW207E(Turbo-shaft)Horsepower:646,"12,500-19,999lbs",Not defined,053073627 / AC7797,Assigned,2007-07-31,2007-06-13,2020-06-17,2023-11-30,FAA
N903CF,2002 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"REGIONAL EMERGENCY MEDICAL SERVICES AUTHORITYRENO, NV, US(Corporation)",Standard/Normal,3645,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,053075211 / AC7A89,Assigned,2013-04-30,2003-05-06,2019-03-11,2022-04-30,FAA
N903SH,2012 AIRBUS HELICOPTERS DEUTSCHLAND MBB-BK 117 C-2Rotorcraft(9 seats / 2 engines),"SANFORD NORTHSIOUX FALLS, SD, US(Corporation)",Standard/Transport,9432,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,053075751 / AC7BE9,Assigned,2016-12-22,2017-08-15,2019-11-05,2022-12-31,FAA
N905CF,2011 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,7278,TURBOMECAARRIEL2D(Turbo-shaft)Horsepower:802,"Less than 12,500lbs",Not defined,053100767 / AC81F7,Assigned,2017-11-30,2012-01-18,2020-09-30,2023-11-30,FAA
N906GL, EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GUNDERSEN LUTHERAN MEDICAL CENTER INCLA CROSSE, WI, US(Corporation)",Unknown/Unknown,9089,(Turbo-shaft),"Less than 12,500lbs",Not defined,053103027 / AC8617,Assigned,2006-09-25,,2020-12-22,2024-05-31,FAA
N906SH,2011 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"SANFORD NORTHSIOUX FALLS, SD, US(Corporation)",Standard/Transport,9479,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,053103416 / AC870E,Assigned,2011-11-23,2012-03-09,2020-07-11,2023-11-30,FAA
N908SH,2011 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"SANFORD NORTHSIOUX FALLS, SD, US(Corporation)",Standard/Transport,9482,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,053107174 / AC8E7C,Assigned,2011-12-09,2012-05-22,2020-08-25,2023-12-31,FAA
N909SH,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"SANFORD HEALTHSIOUX FALLS, SD, US(Corporation)",Standard/Transport,9359,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,053111063 / AC9233,Assigned,2011-08-31,2011-08-04,2020-03-15,2023-08-31,FAA
N90DK,2004 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"DEKALB COUNTY POLICETUCKER, GA, US(Government)",Standard/Normal,3807,TURBOMECAARRIELSERIES(Turbo-shaft)Horsepower:985,"Less than 12,500lbs",Not defined,053066450 / AC6D28,Assigned,2004-08-27,2004-07-15,2021-02-24,2024-04-30,FAA
N90NM,2007 AGUSTA SPA A109SRotorcraft(8 seats / 2 engines),"NORTH MEMORIAL HEALTH CAREMINNEAPOLIS, MN, US(Corporation)",Standard/Normal,22044,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,053067013 / AC6E0B,Assigned,2018-10-11,2007-09-17,2019-03-18,2021-10-31,FAA
N910GX,2013 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,54131,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,053113527 / AC9757,Assigned,2019-10-24,2013-05-14,2019-10-24,2022-10-31,FAA
N911AR,2005 BELL 412EPRotorcraft(15 seats / 2 engines),"MIAMI DADE FIRE & RESCUEMIAMI, FL, US(Government)",Standard/Transport,36382,P&WCANADAPT6T-3DF(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,053115162 / AC9A72,Assigned,2006-02-22,2005-07-29,2019-02-07,2022-07-31,FAA
N911AZ, BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"STATE OF ARIZONAPHOENIX, AZ, US(Government)",Unknown/Unknown,57301,(Turbo-shaft),"Less than 12,500lbs",Not defined,053115172 / AC9A7A,Assigned,2017-04-17,,2019-11-13,2023-04-30,FAA
N911BF,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0555,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,053115201 / AC9A81,Assigned,2012-12-28,2007-06-20,2018-07-19,2021-12-31,FAA
N911BH,2012 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"MEMORIAL HOSPITAL OF SOUTH BEND INCSOUTH BEND, IN, US(Corporation)",Standard/Transport,9545,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,053115203 / AC9A83,Assigned,2013-03-05,2013-05-15,2019-01-29,2022-03-31,FAA
